,bias,type,allsides_url,agree,disagree,url,confidence
John Podhoretz,Right,Authors,https://www.allsides.com/news-source/john-podhoretz-media-bias,32,28,,low
John R. Wood Jr.,Center,Authors,https://www.allsides.com/news-source/john-r-wood-jr-media-bias,65,63,,low
Johnny Harris,Lean Left,Authors,https://www.allsides.com/news-source/johnny-harris-media-bias,66,55,,low
Jon Terbush,Lean Left,Authors,https://www.allsides.com/news-source/jon-terbush,143,196,,low
Jonathan Bernstein,Center,Authors,https://www.allsides.com/news-source/jonathan-bernstein-media-bias,19,37,,low
Jonathan Haidt,Center,Authors,https://www.allsides.com/news-source/jonathan-haidt-media-bias,120,86,,low
Jonathan Turley,Lean Right,Authors,https://www.allsides.com/news-source/jonathan-turley-media-bias,23,40,,low
Joseph Ratliff,Lean Left,Authors,https://www.allsides.com/news-source/joseph-ratliff-media-bias,75,85,,low
Jreg (Youtuber),Center,Authors,https://www.allsides.com/news-source/jreg-youtuber-media-bias,84,87,,low
Judson Berger,Lean Right,Authors,https://www.allsides.com/news-source/judson-berger-media-bias,18,16,,low
Julian Zelizer,Lean Left,Authors,https://www.allsides.com/news-source/julian-zelizer,187,209,,low
Karl Rove,Lean Right,Authors,https://www.allsides.com/news-source/karl-rove-media-bias,58,64,,low
Katie Hill,Lean Left,Authors,https://www.allsides.com/news-source/katie-hill-media-bias,79,113,,low
Katrina vanden Heuvel,Left,Authors,https://www.allsides.com/news-source/katrina-vanden-heuvel-media-bias,26,17,,low
Ken Catalino (cartoonist),Right,Authors,https://www.allsides.com/news-source/ken-catalino-cartoonist,53,54,,n/a
Kevin Kallaugher (cartoonist),Lean Left,Authors,https://www.allsides.com/news-source/kevin-kallaugher-cartoonist,74,59,,low
Kimberley A. Strassel,Right,Authors,https://www.allsides.com/news-source/kimberley-strassel,257,171,,n/a
Kristin Hansen,Lean Left,Authors,https://www.allsides.com/news-source/kristin-hansen-media-bias,45,52,,low
Kwame Raoul,Lean Left,Authors,https://www.allsides.com/news-source/kwame-raoul-media-bias,34,37,,low
Lalo Alcaraz (cartoonist),Left,Authors,https://www.allsides.com/news-source/lalo-alcaraz-cartoonist,67,49,,n/a
Laura Rose Junco,Center,Authors,https://www.allsides.com/news-source/laura-rose-junco-media-bias,34,38,,low
Laurie Roberts,Lean Left,Authors,https://www.allsides.com/news-source/laurie-roberts-media-bias,15,11,,low
Left Guest Commentaries,Left,Authors,https://www.allsides.com/news-source/left-guest-commentaries,149,162,,n/a
Leonard Pitts Jr,Left,Authors,https://www.allsides.com/news-source/leonard-pitts-jr,155,108,,low
Lisa Gable,Right,Authors,https://www.allsides.com/news-source/lisa-gable-media-bias,101,110,,low
Lucy Pinto,Lean Left,Authors,https://www.allsides.com/news-source/lucy-pinto-media-bias,40,47,,low
Malala Yousafzai,Center,Authors,https://www.allsides.com/news-source/malala-yousafzai-media-bias,30,23,,low
Marc Joffe,Lean Right,Authors,https://www.allsides.com/news-source/marc-joffe-media-bias,26,26,,low
Marc Schulman,Center,Authors,https://www.allsides.com/news-source/marc-schulman-media-bias,21,23,,low
Mariannette Miller-Meeks,Lean Right,Authors,https://www.allsides.com/news-source/mariannette-miller-meeks-media-bias,7,6,,medium
Mark Begich,Left,Authors,https://www.allsides.com/news-source/mark-begich,114,95,,n/a
Mark Hertsgaard,Lean Left,Authors,https://www.allsides.com/news-source/mark-hertsgaard-media-bias,33,31,,low
Mark Morford,Left,Authors,https://www.allsides.com/news-source/morford-mark,74,54,,n/a
Martin Luther King III,Lean Left,Authors,https://www.allsides.com/news-source/martin-luther-king-iii-media-bias,47,58,,low
Masih Alinejad,Center,Authors,https://www.allsides.com/news-source/masih-alinejad-media-bias,64,51,,low
Matt Byrne,Center,Authors,https://www.allsides.com/news-source/matt-byrne-media-bias,32,28,,low
Matt Drudge,Right,Authors,https://www.allsides.com/news-source/matt-drudge,516,540,,medium
Matt Taibbi,Center,Authors,https://www.allsides.com/news-source/matt-taibbi-media-bias,19,15,,low
Matt Welch,Lean Right,Authors,https://www.allsides.com/news-source/matt-welch,137,225,,low
Matthew McConaughey,Center,Authors,https://www.allsides.com/news-source/matthew-mcconaughey-media-bias,21,21,,low
Matthew Yglesias,Lean Left,Authors,https://www.allsides.com/news-source/matthew-yglesias-media-bias,21,23,,low
Maureen Dowd,Center,Authors,https://www.allsides.com/news-source/maureen-dowd,308,755,,low
Max Karlin,Lean Right,Authors,https://www.allsides.com/news-source/max-karlin-media-bias,44,45,,low
Micaela Ricaforte,Center,Authors,https://www.allsides.com/news-source/micaela-ricaforte-media-bias,52,54,,low
Michael Barone,Lean Right,Authors,https://www.allsides.com/news-source/michael-barone,184,149,,n/a
Michael Gerson,Lean Right,Authors,https://www.allsides.com/news-source/michael-gerson,204,167,,n/a
Michael Graham,Right,Authors,https://www.allsides.com/news-source/michael-graham-media-bias,64,77,,low
Michael Medved,Right,Authors,https://www.allsides.com/news-source/michael-medved,175,241,,low
Michael Strong,Lean Right,Authors,https://www.allsides.com/news-source/michael-strong-media-bias,33,37,,low
Michelle Alexander,Lean Left,Authors,https://www.allsides.com/news-source/michelle-alexander-media-bias,221,164,,low
Michelle Malkin,Right,Authors,https://www.allsides.com/news-source/michelle-malkin,617,312,,n/a
Mike Lester (cartoonist),Right,Authors,https://www.allsides.com/news-source/mike-lester-cartoonist,57,47,,n/a
Mike Pence,Right,Authors,https://www.allsides.com/news-source/mike-pence-media-bias,335,135,,low
Miranda Devine,Right,Authors,https://www.allsides.com/news-source/miranda-devine-media-bias,61,33,,low
Monica Hesse,Lean Left,Authors,https://www.allsides.com/news-source/monica-hesse-media-bias,7,8,,low
Multiple Writers - Center,Center,Authors,https://www.allsides.com/news-source/multiple-writers-center-media-bias,53,57,,low
Multiple Writers - Lean Right,Lean Right,Authors,https://www.allsides.com/news-source/multiple-writers-lean-right-media-bias,38,29,,low
Multiple Writers - Mixed,Mixed,Authors,https://www.allsides.com/news-source/multiple-writers-media-bias,58,58,,medium
Neal K. Katyal,Lean Left,Authors,https://www.allsides.com/news-source/neal-k-katyal-media-bias,61,48,,low
Neil Patel,Right,Authors,https://www.allsides.com/news-source/neil-patel-media-bias,37,30,,low
Nicholas Kristof,Left,Authors,https://www.allsides.com/news-source/nicholas-kristof,397,382,,low
Noah Rothman,Lean Right,Authors,https://www.allsides.com/news-source/noah-rothman-media-bias,76,66,,low
Pat Buchanan,Right,Authors,https://www.allsides.com/news-source/pat-buchanan-media-bias,254,118,,medium
Paul Brandus,Center,Authors,https://www.allsides.com/news-source/paul-brandus-media-bias,22,33,,low
Paul Mulholland,Lean Left,Authors,https://www.allsides.com/news-source/paul-mulholland-media-bias,15,18,,low
Paul Volcker,Center,Authors,https://www.allsides.com/news-source/paul-volcker-media-bias,94,77,,low
Pedro Silva,Center,Authors,https://www.allsides.com/news-source/pedro-silva-media-bias,36,51,,low
Pete Weichlein,Center,Authors,https://www.allsides.com/news-source/pete-weichlein-media-bias,5,9,,low
Peter Roff,Lean Right,Authors,https://www.allsides.com/news-source/peter-roff,387,200,,medium
Phillip Bader,Center,Authors,https://www.allsides.com/news-source/phillip-bader-media-bias,38,51,,low
Quin Hillyer,Lean Right,Authors,https://www.allsides.com/news-source/quin-hillyer-media-bias,21,29,,low
Rahm Emanuel,Lean Left,Authors,https://www.allsides.com/news-source/rahm-emanuel-media-bias,98,316,,n/a
Ramesh Ponnuru,Right,Authors,https://www.allsides.com/news-source/ramesh-ponnuru,201,173,,n/a
Rebecca Sheehan,Lean Right,Authors,https://www.allsides.com/news-source/rebecca-sheehan-media-bias,31,24,,low
"Rev. Barbara Ann Michaels, Jester of the Peace",Lean Left,Authors,https://www.allsides.com/news-source/rev-barbara-ann-michaels-media-bias,2,4,,low
Rex Huppke,Left,Authors,https://www.allsides.com/news-source/rex-huppke-media-bias,8,11,,low
Rich Tafel,Center,Authors,https://www.allsides.com/news-source/rich-tafel,112,101,,low
Richard M. Cohen,Lean Left,Authors,https://www.allsides.com/news-source/richard-cohen,70,70,,low
Rick Snyder,Lean Right,Authors,https://www.allsides.com/news-source/rick-snyder-media-bias,23,24,,low
Rick Wytmar,Lean Left,Authors,https://www.allsides.com/news-source/rick-wytmar-media-bias,40,49,,low
Rob Rogers (cartoonist),Left,Authors,https://www.allsides.com/news-source/rob-rogers-cartoonist,108,40,,n/a
Robert Ariail (cartoonist),Center,Authors,https://www.allsides.com/news-source/robert-ariail-cartoonist,92,106,,n/a
Robert Samuelson,Center,Authors,https://www.allsides.com/news-source/robert-samuelson,160,186,,n/a
Robert Weissman,Lean Left,Authors,https://www.allsides.com/news-source/robert-weissman-media-bias,9,9,,low
Rod Eccles,Right,Authors,https://www.allsides.com/news-source/rod-eccles-media-bias,1,1,,low
Ron Suskind,Center,Authors,https://www.allsides.com/news-source/ron-suskind-media-bias,20,17,,low
Ross Douthat,Lean Right,Authors,https://www.allsides.com/news-source/ross-douthat,270,191,,n/a
Ruth Marcus,Lean Left,Authors,https://www.allsides.com/news-source/ruth-marcus,307,323,,n/a
S.E. Cupp,Lean Right,Authors,https://www.allsides.com/news-source/se-cupp-media-bias,136,190,,low
Sally Pipes,Right,Authors,https://www.allsides.com/news-source/sally-pipes,323,160,,n/a
Sam Seder,Left,Authors,https://www.allsides.com/news-source/sam-seder-media-bias,21,11,,low
Sara Luterman,Lean Left,Authors,https://www.allsides.com/news-source/sara-luterman-media-bias,3,7,,low
SBG,Center,Authors,https://www.allsides.com/news-source/sbg,98,99,,low
Scott Jennings,Lean Right,Authors,https://www.allsides.com/news-source/scott-jennings-media-bias,85,71,,low
Sean McDowell,Right,Authors,https://www.allsides.com/news-source/sean-mcdowell-media-bias,1,1,,low
Seth Tower Hurd,Lean Right,Authors,https://www.allsides.com/news-source/seth-hower-turd-media-bias,37,30,,high
Signe Wilkinson (cartoonist),Left,Authors,https://www.allsides.com/news-source/signe-wilkinson-cartoonist,60,45,,n/a
Spread Great Ideas,Center,Authors,https://www.allsides.com/news-source/spread-great-ideas-media-bias,16,15,,low
Stephen Perkins,Lean Right,Authors,https://www.allsides.com/news-source/stephen-perkins-media-bias,18,14,,low
Steve Benson (cartoonist),Left,Authors,https://www.allsides.com/news-source/steve-benson-cartoonist,96,91,,n/a
Steve Forbes,Lean Right,Authors,https://www.allsides.com/news-source/steve-forbes-media-bias,146,89,,low
Steve Sack (cartoonist),Left,Authors,https://www.allsides.com/news-source/steve-sack-cartoonist,88,50,,n/a
Steven Petrow,Center,Authors,https://www.allsides.com/news-source/steven-petrow-media-bias,19,27,,low
Sukhayl Niyazov,Center,Authors,https://www.allsides.com/news-source/sukhayl-niyazov-media-bias,48,50,,low
Tara D. Sonenshine,Center,Authors,https://www.allsides.com/news-source/tara-d-sonenshine-media-bias,7,8,,low
Taylor Marshall,Right,Authors,https://www.allsides.com/news-source/taylor-marshall-media-bias,0,1,,low
Thomas Franck,Center,Authors,https://www.allsides.com/news-source/thomas-franck-media-bias,11,5,,low
Thomas L. Friedman,Lean Left,Authors,https://www.allsides.com/news-source/thomas-l-friedman-media-bias,114,145,,low
Tiana Lowe,Right,Authors,https://www.allsides.com/news-source/tiana-lowe-media-bias,20,15,,low
Tim Pool,Center,Authors,https://www.allsides.com/news-source/tim-pool-media-bias,1678,1877,,medium
Timothy L. O'Brien,Lean Left,Authors,https://www.allsides.com/news-source/timothy-l-obrien-media-bias,13,15,,low
Tom Nichols,Lean Right,Authors,https://www.allsides.com/news-source/tom-nichols-media-bias,86,110,,low
Tony Auth (cartoonist),Left,Authors,https://www.allsides.com/news-source/tony-auth,78,63,,n/a
Tucker Carlson,Right,Authors,https://www.allsides.com/news-source/tucker-carlson-media-bias,999,362,,medium
Victor Hanson,Lean Right,Authors,https://www.allsides.com/news-source/victor-hanson,265,265,,n/a
Walt Handelsman (cartoonist),Left,Authors,https://www.allsides.com/news-source/walt-handelsman-cartoonist,121,131,,n/a
Willam A. Galston,Lean Left,Authors,https://www.allsides.com/news-source/willam-galston,151,137,,low
William McGurn,Right,Authors,https://www.allsides.com/news-source/william-mcgurn,135,79,,n/a
Yasmin Tavakoli,Center,Authors,https://www.allsides.com/news-source/yasmin-tavakoli-media-bias,35,33,,low
Zeeshan Aleem,Left,Authors,https://www.allsides.com/news-source/zeeshan-aleem-media-bias,18,19,,low
BBC Fact Check,Center,Fact Check,https://www.allsides.com/news-source/reality-check-bbc-media-bias,471,347,https://www.bbc.com/news/reality_check,medium
Check Your Fact,Center,Fact Check,https://www.allsides.com/news-source/check-your-fact-media-bias,277,358,https://checkyourfact.com/,low
Fact Check Review (RealClearPolitics),Center,Fact Check,https://www.allsides.com/news-source/fact-check-review-realclearpolitics-media-bias,188,163,https://www.realclearpolitics.com/fact_check_review/,n/a
Lead Stories,Center,Fact Check,https://www.allsides.com/news-source/lead-stories-media-bias,118,437,https://leadstories.com/,low
New York Times Fact Check ,Lean Left,Fact Check,https://www.allsides.com/news-source/new-york-times-fact-check-media-bias,290,388,http://www.nytimes.com/spotlight/fact-checks,medium
PolitiFact,Lean Left,Fact Check,https://www.allsides.com/news-source/politifact,7112,5189,http://www.politifact.com/,low
Reuters Fact Check,Center,Fact Check,https://www.allsides.com/news-source/reuters-fact-check-media-bias,288,294,https://www.reuters.com/fact-check,medium
The Dispatch Fact Check,Center,Fact Check,https://www.allsides.com/news-source/dispatch-fact-check-media-bias,146,116,https://factcheck.thedispatch.com/,medium
USA Today Fact Check,Lean Left,Fact Check,https://www.allsides.com/news-source/usa-today-fact-check-media-bias,210,248,https://www.usatoday.com/news/factcheck/,medium
Washington Post Fact Check,Lean Left,Fact Check,https://www.allsides.com/news-source/fact-checker-washington-post-media-bias,311,339,https://www.washingtonpost.com/news/fact-checker/,medium
AFP Fact Check,Center,Fact Check,https://www.allsides.com/news-source/afp-fact-check-media-bias,367,443,https://factcheck.afp.com/,low
Breitbart Fact Check,Right,Fact Check,https://www.allsides.com/news-source/breitbart-fact-check-media-bias,777,177,https://www.breitbart.com/tag/fact-check/,medium
CNN Fact Check,Left,Fact Check,https://www.allsides.com/news-source/facts-first-cnn-media-bias,1129,341,https://www.cnn.com/specials/politics/fact-check-politics,medium
FactCheck.org,Center,Fact Check,https://www.allsides.com/news-source/factcheckorg-media-bias,7935,7475,http://factcheck.org/,low
National Review Fact Check,Right,Fact Check,https://www.allsides.com/news-source/forgotten-fact-checks-national-review-media-bias,250,185,https://www.nationalreview.com/forgotten-fact-checks/,medium
NPR Fact Check,Lean Left,Fact Check,https://www.allsides.com/news-source/npr-fact-check-media-bias,356,389,https://www.npr.org/search,medium
Poynter Fact Check ,Center,Fact Check,https://www.allsides.com/news-source/poynter-fact-check-media-bias,105,147,https://www.poynter.org/media-news/fact-checking/,medium
Snopes,Lean Left,Fact Check,https://www.allsides.com/news-source/snopes,2861,5131,http://www.snopes.com,medium
Truth or Fiction ,Lean Left,Fact Check,https://www.allsides.com/news-source/truth-or-fiction,443,399,https://www.truthorfiction.com/,low
Verify,Center,Fact Check,https://www.allsides.com/news-source/verify-media-bias,58,46,https://www.verifythis.com/,low
AARP,Center,Think Tanks,https://www.allsides.com/news-source/aarp-media-bias,1933,4007,http://www.aarp.org/,n/a
ACLU,Lean Left,Think Tanks,https://www.allsides.com/news-source/american-civil-liberties-union,2389,3455,https://www.aclu.org/,n/a
American Conservation Coalition,Lean Right,Think Tanks,https://www.allsides.com/news-source/american-conservation-coalition-media-bias,14,9,https://www.acc.eco/,low
American Enterprise Institute,Lean Right,Think Tanks,https://www.allsides.com/news-source/american-enterprise-institute,1898,1074,,low
Americans for Democratic Action,Left,Think Tanks,https://www.allsides.com/news-source/americans-democratic-action,894,372,http://www.adaction.org,n/a
Amnesty International,Lean Left,Think Tanks,https://www.allsides.com/news-source/amnesty-international,607,1035,https://www.allsides.com/news-source/amnesty-international,low
Atlas Network,Right,Think Tanks,https://www.allsides.com/news-source/atlas-network,545,405,https://www.atlasnetwork.org/,medium
Better Government Association,Center,Think Tanks,https://www.allsides.com/news-source/better-government-association-media-bias,76,115,,low
Bridge Alliance,Lean Left,Think Tanks,https://www.allsides.com/news-source/bridge-alliance-media-bias,68,67,https://www.bridgealliance.us/,medium
Brookings Institution,Center,Think Tanks,https://www.allsides.com/news-source/brookings-institute,2880,2153,https://www.brookings.edu/,n/a
Carnegie Endowment for International Peace,Center,Think Tanks,https://www.allsides.com/news-source/carnegie-endowment-international-peace,553,498,http://carnegieendowment.org,n/a
Center For American Progress,Lean Left,Think Tanks,https://www.allsides.com/news-source/center-american-progress,1304,1816,http://www.americanprogress.org,n/a
Center for Media &amp; Democracy PR Watch,Lean Left,Think Tanks,https://www.allsides.com/news-source/center-media-democracy-pr-watch,329,412,,n/a
Center on Budget and Policy Priorities,Left,Think Tanks,https://www.allsides.com/news-source/center-budget-and-policy-priorities-0,867,734,http://www.cbpp.org,n/a
Civic Genius,Center,Think Tanks,https://www.allsides.com/news-source/civic-genius-media-bias,0,2,https://www.ourcivicgenius.org/,low
Civil Squared,Lean Left,Think Tanks,https://www.allsides.com/news-source/civil-squared-media-bias,2,0,https://civilsquared.org/,low
Coffee Party USA,Center,Think Tanks,https://www.allsides.com/news-source/coffee-party-usa-media-bias,105,109,https://coffeepartyusa.com/,low
Common Ground Committee,Center,Think Tanks,https://www.allsides.com/news-source/common-ground-committee-media-bias,48,30,https://commongroundcommittee.org/,low
Data for Progress,Left,Think Tanks,https://www.allsides.com/news-source/data-progress-media-bias,48,34,,low
EdVotes.org,Left,Think Tanks,https://www.allsides.com/news-source/edvotesorg,167,94,http://educationvotes.nea.org,n/a
Family Research Council,Lean Right,Think Tanks,https://www.allsides.com/news-source/family-research-council,529,785,,n/a
FEE.org,Lean Right,Think Tanks,https://www.allsides.com/news-source/feeorg-media-bias,705,235,https://fee.org/,low
Forward,Center,Think Tanks,https://www.allsides.com/news-source/forward-media-bias,1,0,https://www.forwardparty.com/,low
Freakonomics,Center,Think Tanks,https://www.allsides.com/news-source/freakonomics,489,301,http://freakonomics.com,n/a
Gell,Mixed,Think Tanks,https://www.allsides.com/news-source/gell-media-bias,147,104,https://www.gell.com,medium
Global Disinformation Index ,Left,Think Tanks,https://www.allsides.com/news-source/global-disinformation-index-media-bias,31,26,https://disinformationindex.org/,low
Healthcare.gov,Lean Left,Think Tanks,https://www.allsides.com/news-source/healthcaregov,334,657,http://www.healthcare.gov/,n/a
Human Rights Campaign,Left,Think Tanks,https://www.allsides.com/news-source/human-rights-campaign-media-bias,134,48,https://www.allsides.com/news-source/human-rights-campaign-media-bias,low
Independent Institute,Lean Right,Think Tanks,https://www.allsides.com/news-source/independent-institute,356,378,http://www.independent.org,medium
Issue One,Center,Think Tanks,https://www.allsides.com/news-source/issue-one-media-bias,7,6,https://issueone.org/,low
Life After Hate,Lean Left,Think Tanks,https://www.allsides.com/news-source/life-after-hate-media-bias,6,6,https://www.lifeafterhate.org/,low
Mercatus Center,Lean Right,Think Tanks,https://www.allsides.com/news-source/mercatus-center-media-bias,43,29,https://www.mercatus.org/,medium
Mises Institute,Lean Right,Think Tanks,https://www.allsides.com/news-source/mises-institute-media-bias,99,63,https://mises.org/,low
National Committee to Preserve Social Security and Medicare,Left,Think Tanks,https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare,318,277,http://www.ncpssm.org,n/a
National Constitution Center,Center,Think Tanks,https://www.allsides.com/news-source/national-constitution-center-media-bias,194,184,https://constitutioncenter.org,low
National Institute for Civil Discourse,Center,Think Tanks,https://www.allsides.com/news-source/national-institute-civil-discourse-media-bias,6,5,https://nicd.arizona.edu/,low
Network for Responsible Public Policy,Center,Think Tanks,https://www.allsides.com/news-source/network-responsible-public-policy-media-bias,0,0,https://www.nfrpp.org/,low
No Labels,Center,Think Tanks,https://www.allsides.com/news-source/no-labels,164,150,http://www.nolabels.org,n/a
Pacific Research Institute,Right,Think Tanks,https://www.allsides.com/news-source/pacific-research-institute,240,242,http://www.pacificresearch.org/,low
Physicians for a National Health Program,Left,Think Tanks,https://www.allsides.com/news-source/physicians-national-health-program,262,183,http://www.pnhp.org/,low
Prager University,Right,Think Tanks,https://www.allsides.com/news-source/prager-university,3947,941,http://www.prageru.com,high
Reason Foundation,Lean Right,Think Tanks,https://www.allsides.com/news-source/reason-foundation,314,341,http://reason.org/,low
Search for Common Ground,Center,Think Tanks,https://www.allsides.com/news-source/search-common-ground-media-bias,1,1,https://www.sfcg.org/,low
Southern Poverty Law Center ,Left,Think Tanks,https://www.allsides.com/news-source/southern-poverty-law-center-media-bias,102,27,https://www.splcenter.org/,low
The Catalyst,Lean Right,Think Tanks,https://www.allsides.com/news-source/catalyst-bush-institute-media-bias,28,40,https://www.bushcenter.org/catalyst/index.html,low
The Hardwood Institiute,Center,Think Tanks,https://www.allsides.com/news-source/hardwood-institiute-media-bias,1,1,https://theharwoodinstitute.org/,low
The Problem Solvers Caucus,Center,Think Tanks,https://www.allsides.com/news-source/problem-solvers-caucus-media-bias,1,1,https://problemsolverscaucus.house.gov/,low
The Sierra Club,Lean Left,Think Tanks,https://www.allsides.com/news-source/sierra-club,204,305,,low
Turning Point USA,Right,Think Tanks,https://www.allsides.com/news-source/turning-point-usa-media-bias,27,6,,medium
Vanderbilt Project on Unity and American Democracy,Center,Think Tanks,https://www.allsides.com/news-source/vanderbilt-project-unity-and-american-democracy-media-bias,3,3,https://www.vanderbilt.edu/unity/,low
Whitehouse.gov,Lean Left,Think Tanks,https://www.allsides.com/news-source/whitehousegov,558,757,http://www.whitehouse.gov/,low
A Project for America,Center,Think Tanks,https://www.allsides.com/news-source/project-america-media-bias,14,4,https://communityconversationsforamerica.org/,low
Accuracy in Media ,Right,Think Tanks,https://www.allsides.com/news-source/accuracy-media,1039,685,http://www.aim.org,medium
African American Intellectual History Society,Left,Think Tanks,https://www.allsides.com/news-source/african-american-intellectual-history-society-media-bias,4,4,https://www.aaihs.org/,low
American Conservative Union,Right,Think Tanks,https://www.allsides.com/news-source/american-conservative-union,1160,620,http://conservative.org/,n/a
American Values Coalition,Center,Think Tanks,https://www.allsides.com/news-source/american-values-coalition-media-bias,5,8,https://americanvalues.org/,low
Americans for Tax Reform,Right,Think Tanks,https://www.allsides.com/news-source/americans-tax-reform,819,575,http://www.atr.org/,n/a
Association for Psychological Science,Center,Think Tanks,https://www.allsides.com/news-source/association-psychological-science,869,768,http://www.psychologicalscience.org/,low
AtlasOne,Lean Right,Think Tanks,https://www.allsides.com/news-source/atlasone,344,387,http://atlasone.org/,medium
Bipartisan Policy Center,Center,Think Tanks,https://www.allsides.com/news-source/bipartisan-policy-center-media-bias-0,1,2,https://bipartisanpolicy.org/,low
Brennan Center for Justice,Lean Left,Think Tanks,https://www.allsides.com/news-source/brennan-center-justice-media-bias,25,29,,low
Bridging Divides Initiative,Center,Think Tanks,https://www.allsides.com/news-source/bridging-divides-initiative-media-bias,3,3,https://bridgingdivides.princeton.edu/,low
Capital Research Center,Lean Right,Think Tanks,https://www.allsides.com/news-source/capital-research-center-media-bias,136,98,https://capitalresearch.org/,medium
Cato Institute,Lean Right,Think Tanks,https://www.allsides.com/news-source/cato-institute,1331,1819,http://www.cato.org,n/a
Center for Countering Digital Hate,Lean Left,Think Tanks,https://www.allsides.com/news-source/center-countering-digital-hate-media-bias,11,15,https://counterhate.com/,low
Center for Strategic and Budgetary Assessments,Lean Right,Think Tanks,https://www.allsides.com/news-source/cent-strategic-and-budgetary-assessments,431,511,,n/a
Children’s Defense Fund,Left,Think Tanks,https://www.allsides.com/news-source/childrens-defense-fund,427,439,http://www.childrensdefense.org,n/a
Civic Health Project,Center,Think Tanks,https://www.allsides.com/news-source/civic-health-project-media-bias,9,5,https://www.civichealthproject.org/,low
CivilPolitics.org,Center,Think Tanks,https://www.allsides.com/news-source/civilpoliticsorg,315,287,http://www.civilpolitics.org/,n/a
Committee to Protect Journalists,Center,Think Tanks,https://www.allsides.com/news-source/committee-protect-journalists-media-bias,59,81,,low
Council on Foreign Relations,Left,Think Tanks,https://www.allsides.com/news-source/council-foreign-relations,286,360,http://www.cfr.org,low
Economic Policy Institute,Left,Think Tanks,https://www.allsides.com/news-source/economic-policy-institute,426,342,http://www.epi.org/,n/a
Environmental Defense Fund,Lean Left,Think Tanks,https://www.allsides.com/news-source/environmental-defense-fund,474,423,http://www.edf.org,n/a
Federation of American Scientists,Lean Left,Think Tanks,https://www.allsides.com/news-source/federation-american-scientists,416,497,https://fas.org/,low
Food Democracy Now,Lean Left,Think Tanks,https://www.allsides.com/news-source/food-democracy-now,198,219,http://www.fooddemocracynow.org/blog/,n/a
Foundation Against Intolerance and Racism,Center,Think Tanks,https://www.allsides.com/news-source/foundation-against-intolerance-and-racism-media-bias,2,4,https://www.fairforall.org/,low
Freedom House,Lean Right,Think Tanks,https://www.allsides.com/news-source/freedom-house,163,231,https://freedomhouse.org/,low
GOP.gov,Right,Think Tanks,https://www.allsides.com/news-source/gopgov,644,320,https://www.gop.gov/,n/a
Heterodox Academy,Center,Think Tanks,https://www.allsides.com/news-source/heterodox-academy-media-bias,4,1,https://heterodoxacademy.org/,low
In This Together,Center,Think Tanks,https://www.allsides.com/news-source/together-media-bias,1,0,https://inthistogetheramerica.org/,low
Institute for Cultural Evolution,Center,Think Tanks,https://www.allsides.com/news-source/institute-cultural-evolution-media-bias,2,3,https://www.culturalevolution.org/,low
Leadership Now Project,Center,Think Tanks,https://www.allsides.com/news-source/leadership-now-project-media-bias,1,1,https://www.leadershipnowproject.org/,low
Manhattan Institute,Lean Right,Think Tanks,https://www.allsides.com/news-source/manhattan-institute,360,432,http://www.manhattan-institute.org,n/a
Millennial Action Project,Center,Think Tanks,https://www.allsides.com/news-source/millennial-action-project-media-bias,0,2,https://www.millennialaction.org/,low
NAACP,Lean Left,Think Tanks,https://www.allsides.com/news-source/naacp-media-bias,432,836,https://naacp.org,n/a
National Conference of State Legislatures,Center,Think Tanks,https://www.allsides.com/news-source/national-conference-state-legislatures-media-bias,10,6,https://www.ncsl.org/,low
National Federation of Independent Business,Lean Right,Think Tanks,https://www.allsides.com/news-source/national-federation-independent-business-media-bias,36,36,https://www.nfib.com/,low
National Interest,Center,Think Tanks,https://www.allsides.com/news-source/national-interest,301,429,http://nationalinterest.org/,low
New Economy Working Group,Lean Left,Think Tanks,https://www.allsides.com/news-source/new-economy-working-group,131,105,http://www.ips-dc.org/,n/a
OpenSecrets.org,Center,Think Tanks,https://www.allsides.com/news-source/opensecretsorg,755,556,http://www.opensecrets.org,low
People for the American Way,Left,Think Tanks,https://www.allsides.com/news-source/people-american-way,401,259,http://www.pfaw.org,n/a
Political Empathy Project,Center,Think Tanks,https://www.allsides.com/news-source/political-empathy-project-media-bias,8,6,https://www.politicalempathyproject.org/,low
RAND Corporation,Lean Left,Think Tanks,https://www.allsides.com/news-source/rand-corporation,593,818,http://www.rand.org,n/a
redefinED,Center,Think Tanks,https://www.allsides.com/news-source/redefined,182,107,http://www.redefinedonline.org/,low
Seeds of Peace,Center,Think Tanks,https://www.allsides.com/news-source/seeds-peace-media-bias,1,1,https://www.seedsofpeace.org/,low
StandAmerica,Right,Think Tanks,https://www.allsides.com/news-source/standamerica-media-bias,0,0,https://www.standamerica.us/,low
The Center for American Progress,Lean Left,Think Tanks,https://www.allsides.com/news-source/center-american-progress-media-bias,40,83,https://www.americanprogress.org/,low
The Heritage Foundation,Lean Right,Think Tanks,https://www.allsides.com/news-source/heritage-foundation,3234,1820,http://www.heritage.org/,medium
The Reporters Committee for Freedom of the Press,Center,Think Tanks,https://www.allsides.com/news-source/reporters-committee-freedom-press-media-bias,53,40,,low
The Steamboat Institute,Lean Right,Think Tanks,https://www.allsides.com/news-source/steamboat-institute-media-bias,13,11,http://www.steamboatinstitute.org/,low
Urban Institute,Lean Left,Think Tanks,https://www.allsides.com/news-source/urban-institute,586,478,,n/a
